Timestamp,Temperature_C,Humidity_%,Solar_Radiation_Wm2,Wind_Speed_mps,Energy_Demand_kWh,Residential_Consumption_kWh,Commercial_Consumption_kWh,Industrial_Consumption_kWh,Solar_Generation_kWh,Wind_Generation_kWh,Battery_Storage_kWh,Grid_Supply_kWh,Smart_Meter_ID,Voltage_V,Current_A,Power_Factor,Energy_Traded_kWh,Transaction_Cost_USD,Smart_Contract_Hash,Blockchain_Verified,Slice_ID,Latency_ms,Response_Time_ms,Packet_Loss_%,Cyberattack_Detected,Anomaly_Detected
2023-01-01 00:00:00,21.236203565420873,47.55448641942095,436.27673662002866,7.495053655935802,378.4992399454867,36.626751069661395,170.39180504187826,198.44208405663395,96.68449194928078,89.18377741033,423.6182888482099,80.94622461527916,1963,210.88420593949928,16.06039859294998,0.9419004134814992,67.47793792060142,14.528202427252578,1c80317fa3b1799d,1,Cybersecurity,22.667031793248306,15.950671175383683,3.3018670665682706,0,1
2023-01-01 01:00:00,38.52142919229749,53.1404961562515,399.62088660826294,11.201201587688914,133.0303980194202,30.93567132584361,131.04433977752248,50.11490161840535,37.497154796996824,206.0172205804459,247.25852185968523,55.03105754767318,1834,230.8761927073388,30.402857275696597,0.9351238107801905,99.82876240274499,15.847128778924699,bdd640fb06671ad1,1,Energy_Distribution,46.38310710607795,66.63357801012151,3.970705372904429,0,0
2023-01-01 02:00:00,31.959818254342153,79.81831752415262,258.538521252574,8.440001709844998,205.98786246644877,128.75455113385954,242.189675470067,199.187688627951,46.644175241942634,248.65043596118974,97.73280531609291,307.0438608180608,1124,241.5529250559543,26.20962471776911,0.8743833046744836,74.66024283478293,7.756989833273804,3eb13b9046685257,1,Cybersecurity,24.400591062965233,68.01719779942513,2.017808824829853,1,1
2023-01-01 03:00:00,27.959754525911098,43.80030702419245,646.5400030913391,1.2495387466769459,348.4762865860182,193.90093804869588,78.1752592165324,63.313837758670225,62.39462717246732,211.78276907849096,368.3208933050463,141.5964245798333,1307,241.5909079080368,41.41689682442283,0.9240708858381654,85.93884535968306,41.65071421027285,23b8c1e9392456de,1,Monitoring,15.849318757425586,98.10334633748457,0.3721868313482246,0,0
2023-01-01 04:00:00,14.680559213273096,80.875477936852,528.9617444577659,2.783703551753331,266.940205036016,110.48983561185032,159.32841151976695,224.6895020148743,69.05946696583503,93.07430234423013,209.33906784164785,357.18738763021946,1197,236.88237897221887,19.16969827403034,0.9227038066836125,26.4478233476258,24.68507967460037,1a3d1fa7bc8960a9,1,Cybersecurity,20.465860381227117,54.70553781366452,4.6990580231783365,1,1
2023-01-01 05:00:00,14.67983561008608,26.169410168368405,879.1308930916033,3.289922760463787,382.3569673857022,29.272740669074924,184.046203297849,141.42018811104197,80.25592467105778,180.70057441908696,297.31374172624857,237.54773718106088,1718,225.77489907780415,33.710649815385906,0.9259596167718556,15.087839725502864,5.78105448196257,bd9c66b3ad3c2d6d,1,Cybersecurity,28.85805886748813,40.524127920557106,1.648302447547552,0,0
2023-01-01 06:00:00,11.742508365045984,74.37589060460415,128.89862243385244,3.8679638046726734,482.54355555028684,59.81935809394211,211.62418765598395,257.80108780781484,84.08340839941337,138.1416272778576,53.63264508696941,217.4823317844059,1514,212.68970793059648,36.18313150703217,0.8952924664650741,5.203921516423283,22.770957717356403,8b9d2434e465e150,1,P2P_Trading,12.09652644099587,73.90974401326389,0.7563324119659465,0,1
2023-01-01 07:00:00,35.98528437324806,79.32833431383155,679.4811347996138,8.481050879257564,102.44600947183886,64.06272315483872,119.53362669416155,285.057603768934,142.15774019138541,198.76426813201806,315.7919947579961,320.4865703626543,1912,222.07036292964148,48.90470172173505,0.8864351090984302,74.31127876483761,17.684529057561647,972a846916419f82,1,Cybersecurity,7.294018016473833,82.20704445268053,0.7767860135075694,0,0
2023-01-01 08:00:00,28.033450352296263,32.72723569861371,786.653990660405,7.559486697380902,369.3054723791274,80.814283244651,181.12281968464595,148.44868878105834,157.77622533955196,46.743374715098014,186.77524447256215,309.38360124314323,1477,236.0460954266718,11.806912879584203,0.9115744613190302,83.19822091634519,34.81205806349131,822e8f36c031199,1,P2P_Trading,23.164422478594894,71.78236298317222,0.6805701449103768,0,0
2023-01-01 09:00:00,31.242177333881365,50.12425726605403,783.5379122694764,3.0474005754631337,153.65487003445153,27.848609045518273,96.7043237045422,159.744376823174,99.57497035664322,163.15230223501692,167.09487485924723,296.49678633649216,1981,240.8423564862994,49.9230835570347,0.9884133972576684,22.963387275949177,10.142379778881683,17fc695a07a0ca6e,1,Cybersecurity,45.33138459167251,76.89864670431687,2.1479209493803015,0,0
